desc_translation,sentiment
"Full time Poet, Writer and Adventurer | Part-Time Student | Eternally on a quest for Love | Welcome to my world | IG: aurora.alida",Positive
happy,Positive
"heartstrings, violins",Neutral
,Neutral
,Neutral
"Somewhere there is someplace, that one million eyes can not see ...
And somewhere there is someone, who can see what I can see ...",Neutral
"Right right-hander straightest!
Allergic people left!",Positive
"Right right-hander straightest!
Allergic people left!",Positive
"Family, tech, music, F1, rugby union, other stuff. Danish / English Brexile. All views are my own (Unless stolen from somewhere else). Tech / geek views at @deepybee",Positive
"Grand Praetor or Excruciations https://t.co/maUPHas1mD at HQ. #Lisp, Semweb, Backend devel, SQL, graph databases, (Double) bass. KID: C144E27B",Positive
The latest news from your street,Positive
"amateur photographer (landscape-weather and macro-photography), strength athlete, nature lover and environmental concerns.",Negative
🕷 singer / songwriter-guitar-piano-history-languages-words-dad to two wonderful boys,Positive
sea ​​child 🐚,Neutral
"Dad - Fire (hot and cold) - Cycling / MTB - Music - Books & (stores) - iPad, -od, -hone addicted - RopaRun coachteam 327",Negative
"Mr. ir.. | In 280 characters, it is difficult to be nuanced | Another may be right (though I do not like to admit)",Negative
"Mr. ir.. | In 280 characters, it is difficult to be nuanced | Another may be right (though I do not like to admit)",Negative
"Substance concerned, interest in urban architecture, photography, politics, health, Oudegracht Group. Twitters personal capacity.",Neutral
,Neutral
,Neutral
Drain the Swamp! - Stop 1.5m Madness - WWG1WGA - Warrior against injustice - consciousness explorer - in favor of real-life encounters - DM Contact,Neutral
"Roda JC, cycling, great love of music, reading books dialect, interest in (almost) everything to do with sport.",Positive
,Neutral
,Neutral
WMO consultant. Business administration.,Neutral
"Flux writer / journalist [new media, cinema, art and video games] Lives in Amsterdam, writes all over the world",Positive
"Flux writer / journalist [new media, cinema, art and video games] Lives in Amsterdam, writes all over the world",Positive
🇯🇴🇵🇸🇳🇱 amman / The Hague / Utrecht,Neutral
#YOONGI: fuck yourself || 🦋 #JIMIM: sobbing,Negative
🐛 Stavroula Krallis 🦋 Mother | trainer | Founder | Disrespect = Block,Neutral
Asks questions. Leading meetings. Writes articles and books. Makes podcasts. On the other hand. For people who choose their words carefully.,Negative
Any resemblance to actual persons or events is purely coincidental.,Positive
Any resemblance to actual persons or events is purely coincidental.,Positive
RGCs is an open #thinktank & #network exploring old and new ways of working. Keeps with #opensciences #citizesciences values ​​and practices #research #futureofwork,Positive
"Italian, writer, vegan, creator of the book series @RubyJensing [https://t.co/xMdrQJemmY] I might have Introduced a movie or two for you in Hollywood.",Neutral
Race des géants ✊🏿,Neutral
"Everyone needs recognition. Want desired, wanted. Precisely why PGB. Great friend of Israel, folk and country. The people chosen by the God of Israel.",Positive
"Everyone needs recognition. Want desired, wanted. Precisely why PGB. Great friend of Israel, folk and country. The people chosen by the God of Israel.",Positive
transport,Neutral
"StadNijkerk.nl, newspaper in town Nijkerk and Hoevelaken Nijkerkerveen. Online 24/7 to date with news, 112, sports, agenda. Readers News.",Neutral
"Former journalist Gazet van Antwerpen.
All the news excites me, especially football, media, politics, regions. Follow me and I follow you!",Neutral
Former MENA Expert at War Crimes Unit - Netherlands Police. Former Political Advisor at German and Dutch Embassies in Yemen. Former Journalist. Tweets my own.,Positive
"Dutchie Poland. Editor / translator, historian and former journalist",Neutral
Ghent 🤺 🚴♂️ ⛷Adviseur advocacy UNIZO East Flanders.,Neutral
new Man,Positive
,Neutral
,Neutral
Invest in trees get more CO₂ from the air than they produce and achieve both a yield of 7.8% per year.,Positive
"Presenter, Radio 1224 AM DAB + Emmeloord, Holland Palette DAB + AM 1485, AM 1395 Happy, President DAB + Radio 828 AM, Radio Total UK, The Radio Hill, ""great radio""",Positive
A Common Man ...... #Sapiosexual,Negative
"Rita,",Neutral
"Rita,",Neutral
,Neutral
,Neutral
"Politics interviewer at Humo, freelance journalist Wilfried, Bahamontes, Grinta and De Morgen. Author of 'The girl without identity. Cycling Addict.",Neutral
"Politics interviewer at Humo, freelance journalist Wilfried, Bahamontes, Grinta and De Morgen. Author of 'The girl without identity. Cycling Addict.",Neutral
,Neutral
ATM Placement Analyst 🐶🐾 ~ ~ ~ schoolvosserij🚮 🌊Wing chun🌊 ~ ~ Guitariste🎸 team sweatpants 🇨🇵➡️🇳🇱 ~ WoW ~ ~ # bantrophyhunting 🍅 # EatTheRich ~ 🖤💚,Positive
"Annoyances, waste ,, uselessness, Liars and sluggards patented and professional .., Kazakhs turners. At your service !!! More or less !!! Trump supp. !!!",Negative
Latest news about Zwolle. Independent. Critical. Fair. Concerned.,Positive
"Politically incorrect, not partisan Flemish solidarity but not silly, democratic. Do not like cordons, unelected European toplui, lock accounts.",Positive
"Politically incorrect, not partisan Flemish solidarity but not silly, democratic. Do not like cordons, unelected European toplui, lock accounts.",Positive
Beauty Behind The Madness,Negative
"#LoverofGodandHumanity
#Linguist
#Educator
#Teacher

Sometimes the King is a woman 👑👑
Erelu

Miss Effiong N.

Snapchat - King Pearla",Neutral
Press Officer Catholic Education Foundation @KathOndVla,Neutral
Press Officer Catholic Education Foundation @KathOndVla,Neutral
photographer (amateur) visit site for ordering / downloading pictures v Questions always welcome Nikon DSLR is my BF = 😉DM open! Amateur photographer Yeps I photograph☺️,Positive
"Writes and closely https://t.co/eNrOX3MNrN crying, former officer, Sir friend and foe Books: Soldier in Afghanistan and comply Uruzgan",Negative
,Neutral
,Neutral
,Neutral
,Neutral
"Researcher, mountaineer, cook, naturalist, clean energy advocate.",Positive
I tweet latest stats or Covid-19 once a day for all the countries. I retweet tweets from verified accounts who has # COVID19 Mentioned,Positive
"🇳🇱 married
(Grand) mother
gardens 🌺 cats😽
ME patient 💙",Positive
"""The weed of hat in skel Lud."" The truth has a shrill sound, does not like to hear, and therefore often concealed. Forever and ever endeavor!",Positive
"The oldest, most pleasant and customer-friendly satellite forum Netherlands!",Positive
"Software engineer @noordhoff 😊 who loves Javascript, React, Redux, Vue, Gatsby, Graphql, node and ..... so much more😀",Positive
Europe reporter from BNR @BNR. Opinions my own. contact: Jesse.Pinster@bnr.nl,Positive
3D thinker #BIM people-centered and out to reinvent the democratic world safe task,Positive
,Neutral
,Neutral
"Aliancista, Feyenoord, Madridista, Leproso, Cavalier, Husky, Hartford Athletic there. Biel Sista, Mourinhista. #SinCienciaNoHayFuturo #NoScienceNoFuture",Neutral
"People's Enemy (PVV); hate lawyer (DDS); Cleverest lawyer NL (GeenStijl); Piketknuffelaar (TPO); Gender Drammer (FVD), he / him 🏳️🌈 podcast: @GeekyDingen",Negative
"People's Enemy (PVV); hate lawyer (DDS); Cleverest lawyer NL (GeenStijl); Piketknuffelaar (TPO); Gender Drammer (FVD), he / him 🏳️🌈 podcast: @GeekyDingen",Negative
Alhamdulillah // IG: @__thelostboy,Neutral
#kickoutRutte interested in almost everything except green left and D666 and VVD. (brrr) seize the day 😂🤣😜😜🤭🤭😊😊,Positive
"Photographer, photography coach, instructor, workshops and photo tours. My heart is in Greece, but I do come home again and again in De Pijp, Amsterdam.",Neutral
"Ingin jd orang berilmu, atau pencari ilmu, atau yg mendengarkan ilmu, atau menyukai ilmu, kurang dari itu tidak.",Neutral
,Neutral
,Neutral
"Mobile Enterprise - Security - Digital innovation || Cycling, photography, mechanical tinkering || Overexpressed opinions here are my own",Positive
"News, economy, politics, history, music, and more.
Rather than fiction facts but keep them apart once again.
= Retweet interesting, or even. Or both",Positive
"News, economy, politics, history, music, and more.
Rather than fiction facts but keep them apart once again.
= Retweet interesting, or even. Or both",Positive
Tweets own title. Stands up for all the animals and the less fortunate in our society. Aboluut PVV. Whoever sows Islam will reap Sharia.,Positive
Tweets own title. Stands up for all the animals and the less fortunate in our society. Aboluut PVV. Whoever sows Islam will reap Sharia.,Positive
"🙂😘
This is my unofficial Twitter account. My official Twitter account @BoukjevdBerg.
I am hacked accounts on thesis.
Bullies get a block.",Neutral
"🙂😘
This is my unofficial Twitter account. My official Twitter account @BoukjevdBerg.
I am hacked accounts on thesis.
Bullies get a block.",Neutral
developers developers developers. personal account.,Neutral
Get started,Neutral
mathematician | Board https://t.co/sLgB09pmCF | blogs at https://t.co/NSj3Q2DaYT and https://t.co/m6hwSxshqQ,Neutral
Notes and talk no parsnips No levenMETkanker ~ ~ I want to live WITHOUT cancer ~ NET-group of patients with NET of NEC ~ info@net-kanker.nl,Positive
Notes and talk no parsnips No levenMETkanker ~ ~ I want to live WITHOUT cancer ~ NET-group of patients with NET of NEC ~ info@net-kanker.nl,Positive
"Marketing with private media, radio producer, program manager @OmroepHW, voiceover, presenter @DeLateAvond",Neutral
This is the official Twitter account of Broadcasting Hoekschewaard.,Neutral
🇧🇪🇨🇭,Neutral
"Female supporter of Tulsi, boomer, just unusual
#TulsiGabbardPresident whenever #StandWithTulsi",Positive
Accountant / news junkie,Neutral
The NIK is a collaboration of professionals from various disciplines and organizations with expertise in caring for seriously ill children,Negative
Happy,Positive
Married mum in intensive care family. gooder; tweet like that everywhere. Tweet at press. title,Positive
"Commissioner / Director public and private organizations. Old CEO include Gall & Gall, Film Theater, Nuon Retail ViaViela, Oilily World and Lotto.",Positive
Am here to avoid friends on Facebook.,Neutral
"AFRICAN. 🇬🇭 🌍 || 63RD STREET CODE || EVERYTHING TECH. || AM NOT GOOD ""YET""",Negative
"Spokesman FPS Health, Food Chain Safety and Environment Porte-parole SPF Santé publique, Sécurité de la Chaîne alimentaire & Environnement",Neutral
I had also expected more self | @bnr,Positive
"Travel, travel agents, tour operators, travel law, tourism, aviation.
Especially .be, .nl sometimes",Neutral
"Freelance Front-end UI Developer. Chairwoman of @Fronteers, Organization for Front-end professionals in the Netherlands. 🏳️🌈",Neutral
"I am here to explore my interests in computer science, distributed functional systems, Linux, game design, and BJJ.",Negative
"The #MoerWIJk # Cooperative #bewonersorganisatie + = + #bewonersbedrijf #bewonersplatform of, for and by Moerwijkers itself.",Neutral
,Neutral
"plantmom • millenial, Food Designer, works in a bakery and online media, double jobbing is hip • Radio • Makes",Neutral
Senior Advisor for Science and Exploration at the European Space Agency. Well aware of the (in) significance of being recycled star stuff. Opinions own very much.,Positive
Dutch Designer / artist,Neutral
"Interest in climate Political Humor
If I have offended anyone I apologize
say what you think should be",Neutral
"Interest in climate Political Humor
If I have offended anyone I apologize
say what you think should be",Neutral
Proud to be A PRO RUSSIAN TROLL IF YOU ME ADD TO A LIST = BLOCKED,Positive
boing,Neutral
"3rd generation, one passport, not integrated, poor housewife, good (grand) mother, education, politics displaced, columns and opinion",Positive
Fan Site Disney - Disney Parks Tweets. Visit https://t.co/3lpTEYVa4l for links to Facebook / Instagram and Youtube,Neutral
Just common sense; a rare commodity in this country ...,Neutral
"Engineer, musician, US Army veteran, humanist, expensive wino, foodie, Epicurean, atheist, left-libertarian, Trump hater. #theresistance #teampatriot #ITMFA",Negative
,Neutral
,Neutral
#kickoutRutte interested in almost everything except green left and D666 and VVD. (brrr) seize the day 😂🤣😜😜🤭🤭😊😊,Positive
"Love Scotland. Again, sterren.Niet always my photos ♊️☯️ STOP #FGM Carpe diem. Nurse. Stay in your student room, I mean hey.",Positive
,Neutral
,Neutral
🕷 singer / songwriter-guitar-piano-history-languages-words-dad to two wonderful boys,Positive
,Neutral
,Neutral
,Neutral
"Entrepreneur, statistician, bound thinker. Guilty pleasure, football and especially Ajax. ""It constructible climate is a very expensive illusion. #Parlert",Negative
